run_id,pk,windowdiff,graph_cov@6,timestamp
farppgmc,0.0,0.0,0.158,1752680749
spytis-i,0.0,0.0,0.0,1752680752
spytis-i,0.0,0.0,0.167,1752680752
dcpf,0.0,0.0,0.0,1752680762
dcpf,0.0,0.0,0.5,1752680762
nassvssa,0.0,0.0,0.0,1752680762
nassvssa,0.0,0.0,0.122,1752680762
pmmvy,0.0,0.0,0.0,1752680762
pmmvy,0.0,0.0,0.054,1752680762
ehstgs,0.0,0.0,0.0,1752680762
ehstgs,0.0,0.0,0.188,1752680762
myuy,0.0,0.0,0.0,1752680762
myuy,0.0,0.0,0.231,1752680762
skbhcs,0.0,0.0,0.0,1752680763
skbhcs,0.0,0.0,0.162,1752680763
ss-kerala,0.0,0.0,0.0,1752680763
ss-kerala,0.0,0.0,0.182,1752680763
pbcw,0.0,0.0,0.0,1752680767
pbcw,0.0,0.0,0.158,1752680767
40shydcs,0.0,0.0,0.0,1752680816
40shydcs,0.0,0.0,0.207,1752680816
sqc-mesifai-vi,0.0,0.0,0.0,1752680816
sqc-mesifai-vi,0.0,0.0,0.154,1752680816
mgy,0.0,0.0,0.0,1752680816
eas-glwb,0.0,0.0,0.0,1752680816
eas-glwb,0.0,0.0,0.25,1752680816
mgy,0.0,0.0,0.12,1752680816
namo-shetkari-mahasanman-nidhi-yojana,0.0,0.0,0.0,1752680816
namo-shetkari-mahasanman-nidhi-yojana,0.0,0.0,0.2,1752680816
mbsapbandocwwb,0.0,0.0,0.0,1752680816
mbsapbandocwwb,0.0,0.0,0.353,1752680816
suh,0.0,0.0,0.0,1752680816
suh,0.0,0.0,0.182,1752680816
wbisistl,0.0,0.0,0.0,1752680816
wbisistl,0.0,0.0,0.09,1752680816
spfappbga,0.0,0.0,0.0,1752680830
spfappbga,0.0,0.0,0.207,1752680830
sfgatsaicaf,0.0,0.0,0.0,1752680831
sfgatsaicaf,0.0,0.0,0.316,1752680831
nscs,0.0,0.0,0.0,1752680831
nscs,0.0,0.0,0.143,1752680831
igpbssny,0.0,0.0,0.0,1752680831
igpbssny,0.0,0.0,0.286,1752680831
nskbgc,0.0,0.0,0.0,1752680831
nskbgc,0.0,0.0,0.261,1752680831
bpsaopsgy,0.0,0.0,0.0,1752680831
bpsaopsgy,0.0,0.0,0.115,1752680831
ma-pbaocwwb,0.0,0.0,0.0,1752680831
ma-pbaocwwb,0.0,0.0,0.115,1752680831
fascfr,0.0,0.0,0.0,1752680831
fascfr,0.0,0.0,0.107,1752680831
msveay,0.0,0.0,0.0,1752680843
msveay,0.0,0.0,0.25,1752680843
nta,0.0,0.0,0.0,1752680845
nta,0.0,0.0,0.111,1752680845
sfcssuds,0.0,0.0,0.0,1752680845
sfcssuds,0.0,0.0,0.207,1752680845
sl,0.0,0.0,0.0,1752680845
sl,0.0,0.0,0.15,1752680845
amcmcy,0.0,0.0,0.0,1752680845
amcmcy,0.0,0.0,0.231,1752680845
semiampdnp,0.0,0.0,0.0,1752680845
semiampdnp,0.0,0.0,0.4,1752680845
tdupw,0.0,0.0,0.0,1752680846
tdupw,0.0,0.0,0.107,1752680846
pmssc,0.0,0.0,0.0,1752680846
pmssc,0.0,0.0,0.09,1752680846
fampscb,0.0,0.0,0.0,1752680857
fampscb,0.0,0.0,0.128,1752680857
tfefvs,0.0,0.0,0.0,1752680859
tfefvs,0.0,0.0,0.182,1752680859
soetya,0.0,0.0,0.0,1752680859
soetya,0.0,0.0,0.24,1752680859
uatdap,0.0,0.0,0.0,1752680859
uatdap,0.0,0.0,0.316,1752680859
msssy,0.0,0.0,0.0,1752680859
msssy,0.0,0.0,0.261,1752680859
bsmssy,0.0,0.0,0.0,1752680859
bsmssy,0.0,0.0,0.25,1752680859
wmcl,0.0,0.0,0.0,1752680860
wmcl,0.0,0.0,0.2,1752680860
bowbwodapd,0.0,0.0,0.0,1752680860
bowbwodapd,0.0,0.0,0.462,1752680860
bawesmw-sw,0.0,0.0,0.0,1752680872
bawesmw-sw,0.0,0.0,0.176,1752680872
adtwip,0.0,0.0,0.0,1752680874
adtwip,0.0,0.0,0.375,1752680874
rpsy,0.0,0.0,0.0,1752680874
rpsy,0.0,0.0,0.316,1752680874
maps,0.0,0.0,0.0,1752680874
maps,0.0,0.0,0.171,1752680874
dspy,0.0,0.0,0.0,1752680875
dspy,0.0,0.0,0.261,1752680875
srhmsy,0.0,0.0,0.0,1752680875
srhmsy,0.0,0.0,0.194,1752680875
daay,0.0,0.0,0.0,1752680875
daay,0.0,0.0,0.14,1752680875
fakmfs,0.0,0.0,0.0,1752680875
fakmfs,0.0,0.0,0.118,1752680875
gpt-hbocwwb,0.0,0.0,0.0,1752680887
gpt-hbocwwb,0.0,0.0,0.146,1752680887
ptwadw,0.0,0.0,0.0,1752680888
ptwadw,0.0,0.0,0.261,1752680888
hmdg,0.0,0.0,0.0,1752680889
hmdg,0.0,0.0,0.125,1752680889
bs-hbocwwb,0.0,0.0,0.0,1752680889
bs-hbocwwb,0.0,0.0,0.14,1752680889
wise-pdf,0.0,0.0,0.0,1752680889
wise-pdf,0.0,0.0,0.113,1752680889
dsctassgcsccm,0.0,0.0,0.0,1752680889
dsctassgcsccm,0.0,0.0,0.182,1752680889
cdpnersgn,0.0,0.0,0.0,1752680889
cdpnersgn,0.0,0.0,0.316,1752680889
stptc,0.0,0.0,0.0,1752680889
stptc,0.0,0.0,0.176,1752680889
as-fadw,0.0,0.0,0.0,1752680901
as-fadw,0.0,0.0,0.231,1752680901
jjoaps,0.0,0.0,0.0,1752680902
jjoaps,0.0,0.0,0.333,1752680902
gwpss,0.0,0.0,0.0,1752680903
gwpss,0.0,0.0,0.171,1752680903
gs-tn,0.0,0.0,0.0,1752680903
gs-tn,0.0,0.0,0.154,1752680903
issspwd,0.0,0.0,0.0,1752680903
issspwd,0.0,0.0,0.176,1752680903
faecrw-hbocwwb,0.0,0.0,0.0,1752680903
faecrw-hbocwwb,0.0,0.0,0.1,1752680903
gstn,0.0,0.0,0.0,1752680903
gstn,0.0,0.0,0.333,1752680903
ps-tn,0.0,0.0,0.0,1752680903
ps-tn,0.0,0.0,0.075,1752680903
ipsacesw,0.0,0.0,0.0,1752680915
ipsacesw,0.0,0.0,0.122,1752680915
nikshay,0.0,0.0,0.0,1752680916
nikshay,0.0,0.0,0.176,1752680916
wise-phd,0.0,0.0,0.0,1752680916
wise-phd,0.0,0.0,0.079,1752680916
srrna,0.0,0.0,0.0,1752680916
srrna,0.0,0.0,0.182,1752680916
ps-west-bengal,0.0,0.0,0.0,1752680916
ps-west-bengal,0.0,0.0,0.167,1752680916
pm,0.0,0.0,0.0,1752680917
pm,0.0,0.0,0.154,1752680917
mmvpy,0.0,0.0,0.0,1752680917
mmvpy,0.0,0.0,0.273,1752680917
ismpsistl,0.0,0.0,0.0,1752680917
ismpsistl,0.0,0.0,0.13,1752680917
ccsnfpfscsmap,0.0,0.0,0.0,1752680929
ccsnfpfscsmap,0.0,0.0,0.072,1752680929
ksmsmerrs,0.0,0.0,0.0,1752680930
ksmsmerrs,0.0,0.0,0.105,1752680930
jvvd,0.0,0.0,0.0,1752680930
giango,0.0,0.0,0.0,1752680930
giango,0.0,0.0,0.194,1752680931
jvvd,0.0,0.0,0.077,1752680931
gnc,0.0,0.0,0.0,1752680931
gnc,0.0,0.0,0.24,1752680931
apch-gbocwwb,0.0,0.0,0.0,1752680931
apch-gbocwwb,0.0,0.0,0.207,1752680931
jrmbs,0.0,0.0,0.0,1752680931
jrmbs,0.0,0.0,0.222,1752680931
sasss,0.0,0.0,0.0,1752680931
sasss,0.0,0.0,0.25,1752680931
adtwspe,0.0,0.0,0.0,1752680943
adtwspe,0.0,0.0,0.429,1752680943
sbm-g-i,0.0,0.0,0.0,1752680944
sbm-g-i,0.0,0.0,0.176,1752680944
pvpmc,0.0,0.0,0.0,1752680944
pvpmc,0.0,0.0,0.167,1752680944
faalwd-hlwb,0.0,0.0,0.0,1752680944
faalwd-hlwb,0.0,0.0,0.231,1752680944
affdf,0.0,0.0,0.0,1752680944
affdf,0.0,0.0,0.109,1752680944
iaf,0.0,0.0,0.0,1752680945
vtvscsgit,0.0,0.0,0.0,1752680945
iaf,0.0,0.0,0.176,1752680945
vtvscsgit,0.0,0.0,0.25,1752680945
gpaiscw,0.0,0.0,0.0,1752680945
gpaiscw,0.0,0.0,0.2,1752680945
nbhm,0.0,0.0,0.0,1752680957
nbhm,0.0,0.0,0.286,1752680957
pmsvs-maharashtra,0.0,0.0,0.0,1752680958
pmsvs-maharashtra,0.0,0.0,0.095,1752680958
pmms,0.0,0.0,0.0,1752680958
pmms,0.0,0.0,0.3,1752680958
haritha-haram,0.0,0.0,0.0,1752680958
haritha-haram,0.0,0.0,0.167,1752680958
naospasa-beidowagpasa,0.0,0.0,0.0,1752680958
naospasa-beidowagpasa,0.0,0.0,0.136,1752680958
aksphssy,0.0,0.0,0.0,1752680959
aksphssy,0.0,0.0,0.167,1752680959
kky,0.0,0.0,0.0,1752680959
kky,0.0,0.0,0.167,1752680959
spay,0.0,0.0,0.0,1752680959
spay,0.0,0.0,0.194,1752680959
dfmkftcw,0.0,0.0,0.0,1752680970
dfmkftcw,0.0,0.0,0.24,1752680970
fas-pbaocwwb,0.0,0.0,0.0,1752680973
fas-pbaocwwb,0.0,0.0,0.133,1752680973
scs-goa,0.0,0.0,0.0,1752680973
scs-goa,0.0,0.0,0.188,1752680973
rctpm,0.0,0.0,0.0,1752680973
rctpm,0.0,0.0,0.316,1752680973
hrs,0.0,0.0,0.0,1752680973
hrs,0.0,0.0,0.286,1752680973
va,0.0,0.0,0.0,1752680973
va,0.0,0.0,0.133,1752680973
metfmaiso,0.0,0.0,0.0,1752680973
metfmaiso,0.0,0.0,0.08,1752680973
kccy,0.0,0.0,0.0,1752680973
kccy,0.0,0.0,0.194,1752680973
psfgdlp,0.0,0.0,0.0,1752680984
psfgdlp,0.0,0.0,0.214,1752680984
mmsy,0.0,0.0,0.0,1752680987
mmsy,0.0,0.0,0.333,1752680987
ami,0.0,0.0,0.0,1752680987
ami,0.0,0.0,0.333,1752680987
ipstsaffs,0.0,0.0,0.0,1752680987
ipstsaffs,0.0,0.0,0.09,1752680987
sskerala,0.0,0.0,0.0,1752680987
sskerala,0.0,0.0,0.128,1752680987
astpss,0.0,0.0,0.0,1752680987
astpss,0.0,0.0,0.222,1752680987
sacipsctmrgiia,0.0,0.0,0.0,1752680987
sacipsctmrgiia,0.0,0.0,0.122,1752680987
cm-cab,0.0,0.0,0.0,1752680987
cm-cab,0.0,0.0,0.171,1752680987
css-nos-st,0.0,0.0,0.0,1752680997
css-nos-st,0.0,0.0,0.048,1752680997
radrs,0.0,0.0,0.0,1752681000
radrs,0.0,0.0,0.128,1752681000
vtdwag,0.0,0.0,0.0,1752681001
vtdwag,0.0,0.0,0.214,1752681001
uasukbocwwb,0.0,0.0,0.0,1752681001
airavata,0.0,0.0,0.0,1752681001
airavata,0.0,0.0,0.316,1752681001
uasukbocwwb,0.0,0.0,0.154,1752681001
nskvmyhvphvbkpy,0.0,0.0,0.0,1752681001
nskvmyhvphvbkpy,0.0,0.0,0.167,1752681001
mkuy,0.0,0.0,0.0,1752681001
mkuy,0.0,0.0,0.2,1752681001
wbmwwsc,0.0,0.0,0.0,1752681001
wbmwwsc,0.0,0.0,0.2,1752681001
dslas,0.0,0.0,0.0,1752681010
dslas,0.0,0.0,0.24,1752681010
nsfpgs,0.0,0.0,0.0,1752681013
nsfpgs,0.0,0.0,0.214,1752681013
mgs-tbocwwb,0.0,0.0,0.0,1752681014
mgs-tbocwwb,0.0,0.0,0.214,1752681014
spk,0.0,0.0,0.0,1752681014
spk,0.0,0.0,0.111,1752681014
pre-dis,0.0,0.0,0.0,1752681014
pre-dis,0.0,0.0,0.133,1752681014
aadtsrs,0.0,0.0,0.0,1752681014
aadtsrs,0.0,0.0,0.333,1752681014
ipssrsd,0.0,0.0,0.0,1752681014
ipssrsd,0.0,0.0,0.103,1752681014
oms,0.0,0.0,0.0,1752681015
oms,0.0,0.0,0.429,1752681015
mhh,0.0,0.0,0.0,1752681022
mhh,0.0,0.0,0.4,1752681022
pcds,0.0,0.0,0.0,1752681026
pcds,0.0,0.0,0.3,1752681026
spgjotgiambmt,0.0,0.0,0.0,1752681026
sdaanbocwwb,0.0,0.0,0.0,1752681026
spgjotgiambmt,0.0,0.0,0.113,1752681026
sdaanbocwwb,0.0,0.0,0.158,1752681026
sy,0.0,0.0,0.0,1752681026
sy,0.0,0.0,0.13,1752681026
apmsspeuo,0.0,0.0,0.0,1752681026
apmsspeuo,0.0,0.0,0.194,1752681026
sscttti,0.0,0.0,0.0,1752681027
sscttti,0.0,0.0,0.286,1752681027
feftcwwb,0.0,0.0,0.0,1752681028
feftcwwb,0.0,0.0,0.24,1752681028
ky-smsp,0.0,0.0,0.0,1752681035
ky-smsp,0.0,0.0,0.068,1752681035
gccsa-dc,0.0,0.0,0.0,1752681039
gccsa-dc,0.0,0.0,0.316,1752681039
aicte-ssss,0.0,0.0,0.0,1752681039
aicte-ssss,0.0,0.0,0.125,1752681039
mbcy,0.0,0.0,0.0,1752681040
mbcy,0.0,0.0,0.15,1752681040
ecdhs,0.0,0.0,0.0,1752681040
ecdhs,0.0,0.0,0.273,1752681040
mranmas-ii,0.0,0.0,0.0,1752681040
mranmas-ii,0.0,0.0,0.3,1752681040
cmksy,0.0,0.0,0.0,1752681040
cmksy,0.0,0.0,0.231,1752681040
gbs,0.0,0.0,0.0,1752681041
gbs,0.0,0.0,0.222,1752681041
bsyrj,0.0,0.0,0.0,1752681048
bsyrj,0.0,0.0,0.24,1752681048
larlbas,0.0,0.0,0.0,1752681052
larlbas,0.0,0.0,0.286,1752681052
tdpspdstgmisg,0.0,0.0,0.0,1752681052
tdpspdstgmisg,0.0,0.0,0.14,1752681052
mmkvymp,0.0,0.0,0.0,1752681053
mmkvymp,0.0,0.0,0.125,1752681053
pfts,0.0,0.0,0.0,1752681053
ddtmcp,0.0,0.0,0.0,1752681053
ddtmcp,0.0,0.0,0.24,1752681053
pfts,0.0,0.0,0.075,1752681053
cdpnercc,0.0,0.0,0.0,1752681054
cdpnercc,0.0,0.0,0.194,1752681054
csspremsobcsi,0.0,0.0,0.0,1752681054
csspremsobcsi,0.0,0.0,0.176,1752681054
iamanak,0.0,0.0,0.0,1752681060
iamanak,0.0,0.0,0.122,1752681060
ipsfaci,0.0,0.0,0.0,1752681064
ipsfaci,0.0,0.0,0.125,1752681064
fsrpp,0.0,0.0,0.0,1752681065
fsrpp,0.0,0.0,0.353,1752681065
mnsdsy,0.0,0.0,0.0,1752681065
mnsdsy,0.0,0.0,0.231,1752681065
ignwps,0.0,0.0,0.0,1752681065
ignwps,0.0,0.0,0.14,1752681065
idex,0.0,0.0,0.0,1752681066
idex,0.0,0.0,0.097,1752681066
mbjy,0.0,0.0,0.0,1752681066
mbjy,0.0,0.0,0.176,1752681066
ptlt,0.0,0.0,0.0,1752681068
ptlt,0.0,0.0,0.154,1752681068
ggs-glwb,0.0,0.0,0.0,1752681074
ggs-glwb,0.0,0.0,0.176,1752681074
cklpr,0.0,0.0,0.0,1752681078
cklpr,0.0,0.0,0.143,1752681078
otca-bbdp,0.0,0.0,0.0,1752681078
otca-bbdp,0.0,0.0,0.182,1752681078
makssy,0.0,0.0,0.0,1752681078
makssy,0.0,0.0,0.162,1752681078
csusme-to,0.0,0.0,0.0,1752681079
csusme-to,0.0,0.0,0.214,1752681079
mabay,0.0,0.0,0.0,1752681079
mabay,0.0,0.0,0.176,1752681079
spesp,0.0,0.0,0.0,1752681079
spesp,0.0,0.0,0.316,1752681079
cssrbl,0.0,0.0,0.0,1752681080
cssrbl,0.0,0.0,0.171,1752681080
tlnskfdch,0.0,0.0,0.0,1752681085
tlnskfdch,0.0,0.0,0.115,1752681085
bsccs,0.0,0.0,0.0,1752681090
bsccs,0.0,0.0,0.111,1752681090
braany,0.0,0.0,0.0,1752681091
braany,0.0,0.0,0.214,1752681091
naari,0.0,0.0,0.0,1752681091
naari,0.0,0.0,0.222,1752681091
py-jbocwwb,0.0,0.0,0.0,1752681091
py-jbocwwb,0.0,0.0,0.171,1752681091
frs,0.0,0.0,0.0,1752681091
frs,0.0,0.0,0.102,1752681091
dpmss,0.0,0.0,0.0,1752681091
dpmss,0.0,0.0,0.13,1752681091
cmst-sfapinf,0.0,0.0,0.0,1752681093
cmst-sfapinf,0.0,0.0,0.182,1752681093
hag-sw,0.0,0.0,0.0,1752681097
hag-sw,0.0,0.0,0.214,1752681097
kvdgssy,0.0,0.0,0.0,1752681102
kvdgssy,0.0,0.0,0.231,1752681102
nhdpsc,0.0,0.0,0.0,1752681103
nhdpsc,0.0,0.0,0.2,1752681103
cmdes,0.0,0.0,0.0,1752681103
cmdes,0.0,0.0,0.162,1752681103
spytis-ii,0.0,0.0,0.0,1752681103
spytis-ii,0.0,0.0,0.15,1752681103
sfapdchh,0.0,0.0,0.0,1752681103
sfapdchh,0.0,0.0,0.1,1752681103
mkyh,0.0,0.0,0.0,1752681104
mkyh,0.0,0.0,0.146,1752681104
mmus,0.0,0.0,0.0,1752681104
mmus,0.0,0.0,0.353,1752681104
spsfaoce,0.0,0.0,0.0,1752681110
spsfaoce,0.0,0.0,0.207,1752681110
mmpyu,0.0,0.0,0.0,1752681116
mmpyu,0.0,0.0,0.375,1752681116
icmr-jrf,0.0,0.0,0.0,1752681116
icmr-jrf,0.0,0.0,0.07,1752681116
bse-pec,0.0,0.0,0.0,1752681116
bse-pec,0.0,0.0,0.14,1752681116
cvy-emps,0.0,0.0,0.0,1752681116
cvy-emps,0.0,0.0,0.146,1752681116
dbsheo,0.0,0.0,0.0,1752681116
dbsheo,0.0,0.0,0.261,1752681116
fmcmp,0.0,0.0,0.0,1752681116
fmcmp,0.0,0.0,0.333,1752681116
wbsccs,0.0,0.0,0.0,1752681117
wbsccs,0.0,0.0,0.125,1752681117
fawvpmdc-hlwb,0.0,0.0,0.0,1752681123
fawvpmdc-hlwb,0.0,0.0,0.12,1752681123
nwa,0.0,0.0,0.0,1752681129
nwa,0.0,0.0,0.158,1752681129
a-gainer,0.0,0.0,0.0,1752681129
a-gainer,0.0,0.0,0.194,1752681129
tkspbocwwb,0.0,0.0,0.0,1752681129
dduby,0.0,0.0,0.0,1752681129
dduby,0.0,0.0,0.375,1752681129
tkspbocwwb,0.0,0.0,0.081,1752681129
gks,0.0,0.0,0.0,1752681129
gks,0.0,0.0,0.286,1752681129
edssgc,0.0,0.0,0.0,1752681129
edssgc,0.0,0.0,0.261,1752681129
sa-affdf,0.0,0.0,0.0,1752681130
sa-affdf,0.0,0.0,0.171,1752681130
stkk,0.0,0.0,0.0,1752681135
stkk,0.0,0.0,0.353,1752681135
modrob,0.0,0.0,0.0,1752681141
modrob,0.0,0.0,0.261,1752681141
ndriis,0.0,0.0,0.0,1752681142
ndriis,0.0,0.0,0.118,1752681142
wdwps,0.0,0.0,0.0,1752681142
wdwps,0.0,0.0,0.176,1752681142
ssscsitipcsvs,0.0,0.0,0.0,1752681142
ssscsitipcsvs,0.0,0.0,0.194,1752681142
aapd,0.0,0.0,0.0,1752681142
aapd,0.0,0.0,0.222,1752681142
ysrln,0.0,0.0,0.0,1752681143
ysrln,0.0,0.0,0.214,1752681143
obd,0.0,0.0,0.0,1752681144
obd,0.0,0.0,0.353,1752681144
snsu,0.0,0.0,0.0,1752681148
snsu,0.0,0.0,0.545,1752681148
us,0.0,0.0,0.0,1752681155
us,0.0,0.0,0.214,1752681155
ams,0.0,0.0,0.0,1752681155
ams,0.0,0.0,0.097,1752681155
docsos,0.0,0.0,0.0,1752681155
docsos,0.0,0.0,0.316,1752681155
gaoah,0.0,0.0,0.0,1752681155
gaoah,0.0,0.0,0.231,1752681155
suman,0.0,0.0,0.0,1752681155
suman,0.0,0.0,0.375,1752681155
ismole,0.0,0.0,0.0,1752681156
ismole,0.0,0.0,0.3,1752681156
sdps,0.0,0.0,0.0,1752681156
sdps,0.0,0.0,0.14,1752681156
mmkssy-assam,0.0,0.0,0.0,1752681161
mmkssy-assam,0.0,0.0,0.143,1752681161
himcare,0.0,0.0,0.0,1752681167
himcare,0.0,0.0,0.125,1752681167
wdenp,0.0,0.0,0.0,1752681168
wdenp,0.0,0.0,0.273,1752681168
subsidy-scheme-for-taxi,0.0,0.0,0.0,1752681168
subsidy-scheme-for-taxi,0.0,0.0,0.316,1752681168
brg,0.0,0.0,0.0,1752681169
brg,0.0,0.0,0.125,1752681169
sehtmdu,0.0,0.0,0.0,1752681169
sehtmdu,0.0,0.0,0.12,1752681169
ngausy,0.0,0.0,0.0,1752681169
ngausy,0.0,0.0,0.167,1752681169
skscy,0.0,0.0,0.0,1752681170
skscy,0.0,0.0,0.158,1752681170
dgbs-pbaocwwb,0.0,0.0,0.0,1752681175
dgbs-pbaocwwb,0.0,0.0,0.273,1752681175
akmeds,0.0,0.0,0.0,1752681181
akmeds,0.0,0.0,0.162,1752681181
matnpmsahip,0.0,0.0,0.0,1752681181
matnpmsahip,0.0,0.0,0.273,1752681181
faewcpsa-hlwb,0.0,0.0,0.0,1752681181
faewcpsa-hlwb,0.0,0.0,0.128,1752681181
apchapbandocwwb,0.0,0.0,0.0,1752681182
apchapbandocwwb,0.0,0.0,0.273,1752681182
pmay-g,0.0,0.0,0.0,1752681182
pmay-g,0.0,0.0,0.053,1752681182
sm,0.0,0.0,0.0,1752681182
sm,0.0,0.0,0.188,1752681182
mmvsy,0.0,0.0,0.0,1752681183
mmvsy,0.0,0.0,0.286,1752681183
vvuy,0.0,0.0,0.0,1752681187
vvuy,0.0,0.0,0.24,1752681187
sui,0.0,0.0,0.0,1752681192
sui,0.0,0.0,0.107,1752681192
mssfsbu,0.0,0.0,0.0,1752681193
mssfsbu,0.0,0.0,0.133,1752681193
wbafbsgics,0.0,0.0,0.0,1752681194
wbafbsgics,0.0,0.0,0.3,1752681194
stadspecm,0.0,0.0,0.0,1752681194
stadspecm,0.0,0.0,0.25,1752681194
spaddap,0.0,0.0,0.0,1752681195
spaddap,0.0,0.0,0.146,1752681195
sjay-hp,0.0,0.0,0.0,1752681195
sjay-hp,0.0,0.0,0.286,1752681195
fhdfh,0.0,0.0,0.0,1752681196
fhdfh,0.0,0.0,0.75,1752681196
mmpy,0.0,0.0,0.0,1752681199
mmpy,0.0,0.0,0.231,1752681199
vi,0.0,0.0,0.0,1752681206
vi,0.0,0.0,0.162,1752681206
cmfm,0.0,0.0,0.0,1752681206
cmfm,0.0,0.0,0.222,1752681206
sstsppc,0.0,0.0,0.0,1752681206
sstsppc,0.0,0.0,0.143,1752681206
cisphpes-mesifai,0.0,0.0,0.0,1752681207
cisphpes-mesifai,0.0,0.0,0.2,1752681207
tloiis,0.0,0.0,0.0,1752681208
post-dis,0.0,0.0,0.0,1752681208
tloiis,0.0,0.0,0.24,1752681208
post-dis,0.0,0.0,0.111,1752681208
amakcbkassistance-for-major-ailments-karmika-chikitsa-bhagya-kbocwwb,0.0,0.0,0.0,1752681209
amakcbkassistance-for-major-ailments-karmika-chikitsa-bhagya-kbocwwb,0.0,0.0,0.095,1752681209
db-gbocwwb,0.0,0.0,0.0,1752681211
db-gbocwwb,0.0,0.0,0.231,1752681211
pm-gkay,0.0,0.0,0.0,1752681220
pm-gkay,0.0,0.0,0.25,1752681220
placlao,0.0,0.0,0.0,1752681220
placlao,0.0,0.0,0.273,1752681220
fawwwwmwmhlwb,0.0,0.0,0.0,1752681220
fawwwwmwmhlwb,0.0,0.0,0.128,1752681220
byea,0.0,0.0,0.0,1752681220
byea,0.0,0.0,0.188,1752681220
favct,0.0,0.0,0.0,1752681221
favct,0.0,0.0,0.214,1752681221
pm-kisan,0.0,0.0,0.0,1752681222
pm-kisan,0.0,0.0,0.194,1752681222
wise-scope-fellowship,0.0,0.0,0.0,1752681223
wise-scope-fellowship,0.0,0.0,0.094,1752681224
scdicmd,0.0,0.0,0.0,1752681225
scdicmd,0.0,0.0,0.095,1752681225
pmay-u,0.0,0.0,0.0,1752681234
pmay-u,0.0,0.0,0.065,1752681234
caabocwwb,0.0,0.0,0.0,1752681234
caabocwwb,0.0,0.0,0.128,1752681234
gny,0.0,0.0,0.0,1752681234
gny,0.0,0.0,0.182,1752681234
bbhs,0.0,0.0,0.0,1752681234
bbhs,0.0,0.0,0.086,1752681234
spfhavip,0.0,0.0,0.0,1752681235
spfhavip,0.0,0.0,0.4,1752681235
mas,0.0,0.0,0.0,1752681236
mas,0.0,0.0,0.261,1752681236
asodgbocwwb,0.0,0.0,0.0,1752681237
asodgbocwwb,0.0,0.0,0.12,1752681237
pocra,0.0,0.0,0.0,1752681240
pocra,0.0,0.0,0.171,1752681240
fseg,0.0,0.0,0.0,1752681247
fseg,0.0,0.0,0.214,1752681247
favia,0.0,0.0,0.0,1752681248
favia,0.0,0.0,0.13,1752681248
mswcfpawcp,0.0,0.0,0.0,1752681248
mswcfpawcp,0.0,0.0,0.4,1752681248
ags,0.0,0.0,0.0,1752681248
ags,0.0,0.0,0.188,1752681248
oapsp,0.0,0.0,0.0,1752681250
oapsp,0.0,0.0,0.154,1752681250
